FY,Fiscal Quarter,Fiscal Week,LOB,Category,Region,Business Unit,Warranty Type,Core/Upsell,Service Type,GCFA Type,W/O Type,Series,ASU,APOS,Renewals,Expiring,New Contract,APOS Renewal,Dispatches,SRs
FY24,2024-Q4,2024-W45,Server Line A,Server,Americas,Unit B,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,1813862,1451090,362772,0,7310,1764,1390,2680
FY24,2024-Q4,2024-W46,Server Line A,Server,Americas,Unit B,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,1822936,1458349,364587,0,7290,1784,1154,2057
FY24,2024-Q4,2024-W47,Server Line A,Server,Americas,Unit A,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,1832011,1465609,366402,1219,8913,1381,1387,2225
FY24,2024-Q4,2024-W48,Server Line A,Server,Americas,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,1841086,1472869,368217,709,8613,1171,1267,2511
FY24,2024-Q4,2024-W49,Server Line A,Server,Americas,Unit A,Premium,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,1860729,1488583,372146,0,18377,1266,1504,2336
FY24,2024-Q4,2024-W50,Server Line A,Server,Americas,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,1875089,1500071,375018,0,12387,1973,1355,2337
FY24,2024-Q4,2024-W51,Server Line A,Server,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,1889448,1511558,377890,0,12855,1504,1460,2661
FY24,2024-Q4,2024-W52,Server Line A,Server,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,1927588,1542070,385518,0,36766,1374,1215,2481
FY25,2025-Q1,2025-W01,Server Line A,Server,Americas,Unit B,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,1908144,1526515,381629,29231,8159,1628,1490,2149
FY25,2025-Q1,2025-W02,Server Line A,Server,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,1910176,1528141,382035,5517,6336,1213,1236,2457
FY25,2025-Q1,2025-W03,Server Line A,Server,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,1912209,1529767,382442,7392,7265,2160,1257,2151
FY25,2025-Q1,2025-W04,Server Line A,Server,Americas,Unit A,Premium,Upsell,Labour Only,GCFA,Break fix,Actual,1914241,1531393,382848,5782,5893,1921,1286,2153
FY25,2025-Q1,2025-W05,Server Line A,Server,Americas,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,1925346,1540277,385069,0,9600,1505,1411,2799
FY25,2025-Q1,2025-W06,Server Line A,Server,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,1931915,1545532,386383,2421,7526,1464,1478,2274
FY25,2025-Q1,2025-W07,Server Line A,Server,Americas,Unit A,Premium,Core,Labour Only,Unknown,Break fix,Actual,1938484,1550787,387697,2605,7797,1377,1529,2629
FY25,2025-Q1,2025-W08,Server Line A,Server,Americas,Unit A,Premium Plus,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,1945052,1556042,389010,2890,8181,1277,1480,2651
FY25,2025-Q1,2025-W09,Server Line A,Server,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,1951621,1561297,390324,1520,6771,1318,1315,2849
FY25,2025-Q1,2025-W10,Server Line A,Server,Americas,Unit B,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,1967262,1573810,393452,0,13968,1673,1243,2916
FY25,2025-Q1,2025-W11,Server Line A,Server,Americas,Unit A,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,1978368,1582694,395674,0,9345,1761,1549,2248
FY25,2025-Q1,2025-W12,Server Line A,Server,Americas,Unit B,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,1989473,1591578,397895,0,9550,1555,1517,2878
FY25,2025-Q1,2025-W13,Server Line A,Server,Americas,Unit B,Premium Plus,Core,Labour Only,GCFA,Break fix,Actual,2020992,1616794,404198,0,29911,1608,1654,2652
FY25,2025-Q2,2025-W14,Server Line A,Server,Americas,Unit A,Premium Plus,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,2004238,1603390,400848,25745,7337,1654,1377,2784
FY25,2025-Q2,2025-W15,Server Line A,Server,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,2006516,1605213,401303,6512,6556,2234,1644,2756
FY25,2025-Q2,2025-W16,Server Line A,Server,Americas,Unit A,Premium Flex,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,2008795,1607036,401759,7323,7733,1869,1450,2319
FY25,2025-Q2,2025-W17,Server Line A,Server,Americas,Unit B,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,2011074,1608859,402215,8834,9746,1367,1518,2707
FY25,2025-Q2,2025-W18,Server Line A,Server,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,2022820,1618256,404564,738,10501,1983,1336,2853
FY25,2025-Q2,2025-W19,Server Line A,Server,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,2029833,1623866,405967,4821,9901,1933,1575,3015
FY25,2025-Q2,2025-W20,Server Line A,Server,Americas,Unit A,Basic,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,2036846,1629477,407369,1223,6003,2233,1414,2681
FY25,2025-Q2,2025-W21,Server Line A,Server,Americas,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,2043858,1635086,408772,4497,9802,1707,1453,2737
FY25,2025-Q2,2025-W22,Server Line A,Server,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,2050870,1640696,410174,2259,6984,2287,1595,2338
FY25,2025-Q2,2025-W23,Server Line A,Server,Americas,Unit B,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,2067351,1653881,413470,0,14951,1530,1404,2401
FY25,2025-Q2,2025-W24,Server Line A,Server,Americas,Unit A,Basic,Core,Labour Only,GCFA,Break fix,Actual,2079096,1663277,415819,0,10348,1397,1579,2497
FY25,2025-Q2,2025-W25,Server Line A,Server,Americas,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,2090843,1672674,418169,1136,10604,2279,1425,2942
FY25,2025-Q2,2025-W26,Server Line A,Server,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,2123891,1699113,424778,0,31174,1874,1630,3114
FY25,2025-Q3,2025-W27,Server Line A,Server,Americas,Unit A,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,2106051,1684841,421210,29567,9847,1880,1367,2930
FY25,2025-Q3,2025-W28,Server Line A,Server,Americas,Unit A,Premium Plus,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,2108330,1686664,421666,7917,8605,1591,1342,2961
FY25,2025-Q3,2025-W29,Server Line A,Server,Americas,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,2110609,1688487,422122,5949,6380,1848,1317,3155
FY25,2025-Q3,2025-W30,Server Line A,Server,Americas,Unit A,Premium,Upsell,Labour Only,Unknown,Break fix,Actual,2112888,1690310,422578,6319,6374,2224,1423,2508
FY25,2025-Q3,2025-W31,Server Line A,Server,Americas,Unit A,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,2124634,1699707,424927,0,9656,2090,1593,2906
FY25,2025-Q3,2025-W32,Server Line A,Server,Americas,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,2131647,1705318,426329,3574,8232,2355,1394,2945
FY25,2025-Q3,2025-W33,Server Line A,Server,Americas,Unit A,Basic,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,2138659,1710927,427732,4122,8922,2212,1684,2780
FY25,2025-Q3,2025-W34,Server Line A,Server,Americas,Unit A,Premium,Upsell,Parts + Labour,Unknown,Part/s dispatch,Actual,2145672,1716538,429134,5528,10977,1564,1683,3008
FY25,2025-Q3,2025-W35,Server Line A,Server,Americas,Unit B,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,2152684,1722147,430537,3368,7899,2481,1676,2956
FY25,2025-Q3,2025-W36,Server Line A,Server,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,2169164,1735331,433833,0,15024,1456,1713,2578
FY25,2025-Q3,2025-W37,Server Line A,Server,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,2180910,1744728,436182,0,9921,1825,1719,2574
FY25,2025-Q3,2025-W38,Server Line A,Server,Americas,Unit A,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,2192656,1754125,438531,0,9934,1812,1749,2877
FY25,2025-Q3,2025-W39,Server Line A,Server,Americas,Unit B,Basic,Upsell,Labour Only,non-GCFA,Break fix,Actual,2225704,1780563,445141,0,31304,1744,1390,2996
FY25,2025-Q4,2025-W40,Server Line A,Server,Americas,Unit A,Premium Plus,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,2210330,1768264,442066,25325,7374,2577,1624,2656
FY25,2025-Q4,2025-W41,Server Line A,Server,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,2213842,1771074,442768,7220,8167,2565,1599,2864
FY25,2025-Q4,2025-W42,Server Line A,Server,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,2217354,1773883,443471,7887,9272,2127,1689,3180
FY25,2025-Q4,2025-W43,Server Line A,Server,Americas,Unit B,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,2220865,1776692,444173,8143,10110,1544,1482,2814
FY25,2025-Q4,2025-W44,Server Line A,Server,Americas,Unit A,Premium Flex,Upsell,Labour Only,non-GCFA,Break fix,Actual,2235817,1788654,447163,0,13265,1687,1583,2778
FY25,2025-Q4,2025-W45,Server Line A,Server,Americas,Unit A,Basic,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,2245047,1796038,449009,4328,11466,2092,1690,3157
FY25,2025-Q4,2025-W46,Server Line A,Server,Americas,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,2254279,1803423,450856,2309,9993,1548,1488,2862
FY25,2025-Q4,2025-W47,Server Line A,Server,Americas,Unit A,Basic,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,2263510,1810808,452702,1452,8779,1904,1530,3041
FY25,2025-Q4,2025-W48,Server Line A,Server,Americas,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,2272742,1818194,454548,2350,9703,1879,1691,3090
FY25,2025-Q4,2025-W49,Server Line A,Server,Americas,Unit B,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,2293414,1834731,458683,0,18190,2482,1629,2895
FY25,2025-Q4,2025-W50,Server Line A,Server,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,2308365,1846692,461673,0,12405,2546,1754,3036
FY25,2025-Q4,2025-W51,Server Line A,Server,Americas,Unit B,Premium Flex,Core,Labour Only,non-GCFA,Break fix,Actual,2323316,1858653,464663,0,13069,1882,1606,2761
FY25,2025-Q4,2025-W52,Server Line A,Server,Americas,Unit B,Basic,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,2364007,1891206,472801,0,39006,1685,1892,3487
FY26,2026-Q1,2026-W01,Server Line A,Server,Americas,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,2342345,1873876,468469,32697,8369,2666,1856,3123
FY26,2026-Q1,2026-W02,Server Line A,Server,Americas,Unit A,Premium Flex,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,2344039,1875231,468808,12306,11696,2304,1605,2854
FY26,2026-Q1,2026-W03,Server Line A,Server,Americas,Unit A,Basic,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,2345733,1876586,469147,9925,9185,2434,1826,2679
FY26,2026-Q1,2026-W04,Server Line A,Server,Americas,Unit A,Premium Plus,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,2347428,1877942,469486,11849,11455,2089,1921,2859
FY26,2026-Q1,2026-W05,Server Line A,Server,Americas,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,2358984,1887187,471797,0,9750,1806,1617,3466
FY26,2026-Q1,2026-W06,Server Line A,Server,Americas,Unit A,Premium Flex,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,2365609,1892487,473122,4459,8482,2602,1499,3095
FY26,2026-Q1,2026-W07,Server Line A,Server,Americas,Unit B,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,2372235,1897788,474447,6009,10611,2024,1809,3081
FY26,2026-Q1,2026-W08,Server Line A,Server,Americas,Unit B,Basic,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,2378860,1903088,475772,7214,11665,2174,1906,3276
FY26,2026-Q1,2026-W09,Server Line A,Server,Americas,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,2385486,1908389,477097,3942,8738,1830,1853,3385
FY26,2026-Q1,2026-W10,Server Line A,Server,Americas,Unit A,Premium Flex,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,2401973,1921578,480395,0,13719,2768,1475,3069
FY26,2026-Q1,2026-W11,Server Line A,Server,Americas,Unit A,Basic,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,2413529,1930823,482706,1866,11427,1995,1485,2938
FY26,2026-Q1,2026-W12,Server Line A,Server,Americas,Unit B,Premium Plus,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,2425085,1940068,485017,0,8930,2626,1554,3610
FY26,2026-Q1,2026-W13,Server Line A,Server,Americas,Unit B,Basic,Upsell,Parts + Labour,Unknown,Part/s dispatch,Actual,2458831,1967065,491766,0,30986,2760,1878,3185
FY26,2026-Q2,2026-W14,Server Line A,Server,Americas,Unit A,Basic,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,2440104,1952083,488021,31179,9665,2787,1936,2699
FY26,2026-Q2,2026-W15,Server Line A,Server,Americas,Unit A,Premium Flex,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,2442067,1953654,488413,9187,8505,2645,1890,3413
FY26,2026-Q2,2026-W16,Server Line A,Server,Americas,Unit B,Premium Plus,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,2444029,1955223,488806,8938,8140,2760,1801,3437
FY26,2026-Q2,2026-W17,Server Line A,Server,Americas,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,2445991,1956793,489198,8070,8421,1611,1773,2733
FY26,2026-Q2,2026-W18,Server Line A,Server,Americas,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,2458245,1966596,491649,0,10389,1865,1765,3341
FY26,2026-Q2,2026-W19,Server Line A,Server,Americas,Unit B,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,2465352,1972282,493070,4503,9355,2255,1791,2863
FY26,2026-Q2,2026-W20,Server Line A,Server,Americas,Unit B,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,2472460,1977968,494492,5770,10427,2451,1785,3344
FY26,2026-Q2,2026-W21,Server Line A,Server,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,2479568,1983654,495914,6478,11914,1672,1672,3689
FY26,2026-Q2,2026-W22,Server Line A,Server,Americas,Unit A,Premium,Upsell,Labour Only,Unknown,Break fix,Actual,2486675,1989340,497335,5813,11230,1690,1577,3117
FY26,2026-Q2,2026-W23,Server Line A,Server,Americas,Unit B,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,2504074,2003259,500815,0,14659,2740,1847,3338
FY26,2026-Q2,2026-W24,Server Line A,Server,Americas,Unit B,Premium Plus,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,2516327,2013062,503265,2287,11892,2648,1777,2908
FY26,2026-Q2,2026-W25,Server Line A,Server,Americas,Unit A,Premium Flex,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,2528580,2022864,505716,0,9632,2621,2001,3538
FY26,2026-Q2,2026-W26,Server Line A,Server,Americas,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,2563987,2051190,512797,0,32459,2948,2078,3001
FY26,2026-Q3,2026-W27,Server Line A,Server,Americas,Unit A,Basic,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,2544082,2035266,508816,32643,10546,2192,2044,3285
FY26,2026-Q3,2026-W28,Server Line A,Server,Americas,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,2546044,2036835,509209,9883,9455,2390,1569,3201
FY26,2026-Q3,2026-W29,Server Line A,Server,Americas,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,2548007,2038406,509601,8603,8029,2537,1589,3397
FY26,2026-Q3,2026-W30,Server Line A,Server,Americas,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,2549969,2039975,509994,8128,8090,2000,1673,2850
FY26,2026-Q3,2026-W31,Server Line A,Server,Americas,Unit A,Premium,Core,Parts Only,Unknown,Part/s dispatch,Actual,2562222,2049778,512444,3205,13149,2309,1946,3453
FY26,2026-Q3,2026-W32,Server Line A,Server,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,2569330,2055464,513866,4103,9529,1682,1935,3331
FY26,2026-Q3,2026-W33,Server Line A,Server,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,2576437,2061150,515287,4733,9613,2227,1965,3213
FY26,2026-Q3,2026-W34,Server Line A,Server,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,2583545,2066836,516709,3135,8504,1739,1964,2960
FY26,2026-Q3,2026-W35,Server Line A,Server,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,2590653,2072522,518131,7408,11844,2672,2023,3248
FY26,2026-Q3,2026-W36,Server Line A,Server,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,2608051,2086441,521610,0,14641,2757,1827,3691
FY26,2026-Q3,2026-W37,Server Line A,Server,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,2620304,2096243,524061,1983,12053,2183,2016,2965
FY26,2026-Q3,2026-W38,Server Line A,Server,Americas,Unit A,Premium Plus,Core,Labour Only,GCFA,Break fix,Actual,2632557,2106046,526511,0,9981,2272,1640,3780
FY26,2026-Q3,2026-W39,Server Line A,Server,Americas,Unit A,Premium Plus,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,2667965,2134372,533593,0,33712,1696,2181,3091
FY26,2026-Q4,2026-W40,Server Line A,Server,Americas,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,2650739,2120591,530148,26835,7860,1749,1877,3728
FY26,2026-Q4,2026-W41,Server Line A,Server,Americas,Unit A,Premium Flex,Core,Labour Only,non-GCFA,Break fix,Actual,2654041,2123233,530808,9580,10460,2422,2022,3791
FY26,2026-Q4,2026-W42,Server Line A,Server,Americas,Unit B,Premium Plus,Core,Labour Only,Unknown,Break fix,Actual,2657344,2125875,531469,6141,7542,1902,1957,3298
FY26,2026-Q4,2026-W43,Server Line A,Server,Americas,Unit A,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,2660645,2128516,532129,13021,13800,2522,1911,3505
FY26,2026-Q4,2026-W44,Server Line A,Server,Americas,Unit A,Basic,Core,Parts Only,Unknown,Part/s dispatch,Actual,2676383,2141106,535277,944,13802,2880,1771,3971
FY26,2026-Q4,2026-W45,Server Line A,Server,Americas,Unit B,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,2685902,2148722,537180,2471,10279,1711,1974,2976
FY26,2026-Q4,2026-W46,Server Line A,Server,Americas,Unit A,Basic,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,2695422,2156338,539084,5711,12715,2516,1825,3796
FY26,2026-Q4,2026-W47,Server Line A,Server,Americas,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,2704941,2163953,540988,3691,10600,2610,1924,3571
FY26,2026-Q4,2026-W48,Server Line A,Server,Americas,Unit A,Premium,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,2714461,2171569,542892,6856,13319,3057,2080,3685
FY26,2026-Q4,2026-W49,Server Line A,Server,Americas,Unit A,Basic,Upsell,Labour Only,non-GCFA,Break fix,Actual,2736415,2189132,547283,0,18977,2977,2053,4067
FY26,2026-Q4,2026-W50,Server Line A,Server,Americas,Unit A,Premium Plus,Core,Labour Only,GCFA,Break fix,Actual,2752152,2201722,550430,642,14032,2347,1913,3947
FY26,2026-Q4,2026-W51,Server Line A,Server,Americas,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,2767889,2214311,553578,0,12789,2948,1869,3193
FY26,2026-Q4,2026-W52,Server Line A,Server,Americas,Unit B,Basic,Upsell,Labour Only,non-GCFA,Break fix,Actual,2811604,2249283,562321,0,40944,2771,2042,3213
FY27,2027-Q1,2027-W01,Server Line A,Server,Americas,Unit A,Premium Plus,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,2314578,1851662,2324,11964,9640,2324,1898,2785
FY27,2027-Q1,2027-W02,Server Line A,Server,Americas,Unit A,Premium Flex,Core,Parts + Labour,Unknown,Part/s dispatch,Forecast,2294902,1835922,1553,28594,7365,1553,1725,3358
FY27,2027-Q1,2027-W03,Server Line A,Server,Americas,Unit A,Basic,Core,Parts Only,non-GCFA,Part/s dispatch,Forecast,2305622,1844498,2139,1610,10191,2139,1531,2710
FY27,2027-Q1,2027-W04,Server Line A,Server,Americas,Unit A,Premium Plus,Upsell,Parts Only,GCFA,Part/s dispatch,Forecast,2266445,1813156,2642,52550,10731,2642,1506,3208
FY27,2027-Q1,2027-W05,Server Line A,Server,Americas,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Forecast,2310219,1848175,2185,0,41589,2185,1469,2580
FY27,2027-Q1,2027-W06,Server Line A,Server,Americas,Unit A,Premium Flex,Upsell,Parts + Labour,GCFA,Part/s dispatch,Forecast,2321396,1857117,2494,1438,10121,2494,1641,3197
FY27,2027-Q1,2027-W07,Server Line A,Server,Americas,Unit B,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Forecast,2297527,1838022,2017,37750,11864,2017,1898,2639
FY27,2027-Q1,2027-W08,Server Line A,Server,Americas,Unit B,Basic,Core,Parts Only,non-GCFA,Part/s dispatch,Forecast,2271244,1816995,2071,38037,9683,2071,1716,2966
FY27,2027-Q1,2027-W09,Server Line A,Server,Americas,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Forecast,2342291,1873833,1719,0,69328,1719,1628,2780
FY27,2027-Q1,2027-W10,Server Line A,Server,Americas,Unit A,Premium Flex,Core,Parts + Labour,non-GCFA,Part/s dispatch,Forecast,2338499,1870799,2446,17030,10792,2446,1596,3016
FY27,2027-Q1,2027-W11,Server Line A,Server,Americas,Unit A,Basic,Core,Parts Only,non-GCFA,Part/s dispatch,Forecast,2294671,1835737,1715,54312,8769,1715,1840,2988
FY27,2027-Q1,2027-W12,Server Line A,Server,Americas,Unit B,Premium Plus,Core,Parts + Labour,Unknown,Part/s dispatch,Forecast,2328726,1862981,2243,0,31812,2243,1644,2894
FY27,2027-Q1,2027-W13,Server Line A,Server,Americas,Unit B,Basic,Upsell,Parts + Labour,Unknown,Part/s dispatch,Forecast,2364944,1891955,1585,0,34633,1585,1841,3014
FY27,2027-Q2,2027-W14,Server Line A,Server,Americas,Unit A,Basic,Upsell,Parts Only,non-GCFA,Part/s dispatch,Forecast,2361378,1889102,1865,12100,6669,1865,1756,2742
FY27,2027-Q2,2027-W15,Server Line A,Server,Americas,Unit A,Premium Flex,Core,Parts + Labour,Unknown,Part/s dispatch,Forecast,2322115,1857692,2440,52173,10470,2440,1484,3016
FY27,2027-Q2,2027-W16,Server Line A,Server,Americas,Unit B,Premium Plus,Core,Parts + Labour,Unknown,Part/s dispatch,Forecast,2361700,1889360,1602,0,37983,1602,1834,2784
