FY,Fiscal Quarter,Fiscal Week,LOB,Category,Region,Business Unit,Warranty Type,Core/Upsell,Service Type,GCFA Type,W/O Type,Series,ASU,APOS,Renewals,Expiring,New Contract,APOS Renewal,Dispatches,SRs,Segment
FY23,2023-Q2,2023-W24,Server Line A,Server,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,1306865,1045492,261373,0,34814,497,890,1528,Tech
FY23,2023-Q2,2023-W24,Server Line A,Server,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,23209,331,0,0,Field
FY23,2023-Q2,2023-W25,Server Line A,Server,Americas,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,1270567,1016454,254113,42718,2986,866,963,1717,Tech
FY23,2023-Q2,2023-W25,Server Line A,Server,Americas,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,1990,578,0,0,Field
FY23,2023-Q2,2023-W26,Server Line A,Server,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,1296987,1037590,259397,0,15103,749,834,1496,Tech
FY23,2023-Q2,2023-W26,Server Line A,Server,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,10069,499,0,0,Field
FY23,2023-Q3,2023-W27,Server Line A,Server,Americas,Unit A,Premium Flex,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,1300451,1040361,260090,3565,3712,505,989,1473,Tech
FY23,2023-Q3,2023-W27,Server Line A,Server,Americas,Unit A,Premium Flex,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,2475,337,0,0,Field
FY23,2023-Q3,2023-W28,Server Line A,Server,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,1290727,1032582,258145,16648,3430,724,799,1733,Tech
FY23,2023-Q3,2023-W28,Server Line A,Server,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,2287,483,0,0,Field
FY23,2023-Q3,2023-W29,Server Line A,Server,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,1304566,1043653,260913,0,7687,617,808,1624,Tech
FY23,2023-Q3,2023-W29,Server Line A,Server,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,5124,411,0,0,Field
FY23,2023-Q3,2023-W30,Server Line A,Server,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,1319755,1055804,263951,0,8221,893,1011,1755,Tech
FY23,2023-Q3,2023-W30,Server Line A,Server,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,5480,595,0,0,Field
FY23,2023-Q3,2023-W31,Server Line A,Server,Americas,Unit A,Premium Flex,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,1340589,1072471,268118,0,11684,816,1020,1643,Tech
FY23,2023-Q3,2023-W31,Server Line A,Server,Americas,Unit A,Premium Flex,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,7790,544,0,0,Field
FY23,2023-Q3,2023-W32,Server Line A,Server,Americas,Unit A,Premium,Core,Labour Only,Unknown,Break fix,Actual,1356765,1085412,271353,0,8762,943,990,1811,Tech
FY23,2023-Q3,2023-W32,Server Line A,Server,Americas,Unit A,Premium,Core,Labour Only,Unknown,Break fix,Actual,0,0,0,0,5842,629,0,0,Field
FY23,2023-Q3,2023-W33,Server Line A,Server,Americas,Unit B,Premium Plus,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,1326373,1061098,265275,36442,2976,654,971,1928,Tech
FY23,2023-Q3,2023-W33,Server Line A,Server,Americas,Unit B,Premium Plus,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,0,0,0,0,1984,436,0,0,Field
FY23,2023-Q3,2023-W34,Server Line A,Server,Americas,Unit B,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,1303715,1042972,260743,28766,3033,632,1002,1841,Tech
FY23,2023-Q3,2023-W34,Server Line A,Server,Americas,Unit B,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,2022,421,0,0,Field
FY23,2023-Q3,2023-W35,Server Line A,Server,Americas,Unit A,Premium,Upsell,Parts Only,Unknown,Part/s dispatch,Actual,1365499,1092399,273100,0,36457,614,1117,1788,Tech
FY23,2023-Q3,2023-W35,Server Line A,Server,Americas,Unit A,Premium,Upsell,Parts Only,Unknown,Part/s dispatch,Actual,0,0,0,0,24304,409,0,0,Field
FY23,2023-Q3,2023-W36,Server Line A,Server,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,1371217,1096974,274243,2309,4264,553,989,1772,Tech
FY23,2023-Q3,2023-W36,Server Line A,Server,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,2842,368,0,0,Field
FY23,2023-Q3,2023-W37,Server Line A,Server,Americas,Unit B,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,1373378,1098702,274676,4179,3049,755,1039,1855,Tech
FY23,2023-Q3,2023-W37,Server Line A,Server,Americas,Unit B,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,2032,504,0,0,Field
FY23,2023-Q3,2023-W38,Server Line A,Server,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,1368582,1094866,273716,13159,4237,781,1055,1687,Tech
FY23,2023-Q3,2023-W38,Server Line A,Server,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,2825,520,0,0,Field
FY23,2023-Q3,2023-W39,Server Line A,Server,Americas,Unit B,Basic,Core,Parts Only,GCFA,Part/s dispatch,Actual,1423490,1138792,284698,0,32319,626,889,1660,Tech
FY23,2023-Q3,2023-W39,Server Line A,Server,Americas,Unit B,Basic,Core,Parts Only,GCFA,Part/s dispatch,Actual,0,0,0,0,21546,417,0,0,Field
FY23,2023-Q4,2023-W40,Server Line A,Server,Americas,Unit A,Premium Flex,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,1400155,1120124,280031,29168,2952,548,991,1992,Tech
FY23,2023-Q4,2023-W40,Server Line A,Server,Americas,Unit A,Premium Flex,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,1968,365,0,0,Field
FY23,2023-Q4,2023-W41,Server Line A,Server,Americas,Unit B,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,1419825,1135860,283965,0,11175,627,959,1746,Tech
FY23,2023-Q4,2023-W41,Server Line A,Server,Americas,Unit B,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,7450,418,0,0,Field
FY23,2023-Q4,2023-W42,Server Line A,Server,Americas,Unit A,Premium Flex,Core,Labour Only,non-GCFA,Break fix,Actual,1379642,1103714,275928,48487,4017,965,864,1642,Tech
FY23,2023-Q4,2023-W42,Server Line A,Server,Americas,Unit A,Premium Flex,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,2678,644,0,0,Field
FY23,2023-Q4,2023-W43,Server Line A,Server,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,1370000,1096000,274000,16630,3501,692,1032,1797,Tech
FY23,2023-Q4,2023-W43,Server Line A,Server,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,2334,461,0,0,Field
FY23,2023-Q4,2023-W44,Server Line A,Server,Americas,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,1383803,1107042,276761,0,7747,535,1130,1962,Tech
FY23,2023-Q4,2023-W44,Server Line A,Server,Americas,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,5165,356,0,0,Field
FY23,2023-Q4,2023-W45,Server Line A,Server,Americas,Unit B,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,1433205,1146564,286641,0,28778,863,1022,1915,Tech
FY23,2023-Q4,2023-W45,Server Line A,Server,Americas,Unit B,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,19185,576,0,0,Field
FY23,2023-Q4,2023-W46,Server Line A,Server,Americas,Unit B,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,1384921,1107937,276984,56540,3995,958,1102,1751,Tech
FY23,2023-Q4,2023-W46,Server Line A,Server,Americas,Unit B,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,2664,639,0,0,Field
FY23,2023-Q4,2023-W47,Server Line A,Server,Americas,Unit A,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,1421824,1137459,284365,0,21377,764,939,1966,Tech
FY23,2023-Q4,2023-W47,Server Line A,Server,Americas,Unit A,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,14252,510,0,0,Field
FY23,2023-Q4,2023-W48,Server Line A,Server,Americas,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,1477692,1182154,295538,0,32733,788,1142,1728,Tech
FY23,2023-Q4,2023-W48,Server Line A,Server,Americas,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,21822,525,0,0,Field
FY23,2023-Q4,2023-W49,Server Line A,Server,Americas,Unit A,Premium,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,1474591,1179673,294918,11027,3780,976,917,1654,Tech
FY23,2023-Q4,2023-W49,Server Line A,Server,Americas,Unit A,Premium,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,0,0,0,0,2520,650,0,0,Field
FY23,2023-Q4,2023-W50,Server Line A,Server,Americas,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,1485971,1188777,297194,0,5981,847,1135,1959,Tech
FY23,2023-Q4,2023-W50,Server Line A,Server,Americas,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,3987,565,0,0,Field
FY23,2023-Q4,2023-W51,Server Line A,Server,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,1431030,1144824,286206,62848,3811,934,939,1602,Tech
FY23,2023-Q4,2023-W51,Server Line A,Server,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,2540,622,0,0,Field
FY23,2023-Q4,2023-W52,Server Line A,Server,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,1462924,1170339,292585,0,18286,850,1067,1829,Tech
FY23,2023-Q4,2023-W52,Server Line A,Server,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,12191,567,0,0,Field
FY24,2024-Q1,2024-W01,Server Line A,Server,Americas,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,1478592,1182874,295718,0,8792,609,1087,2105,Tech
FY24,2024-Q1,2024-W01,Server Line A,Server,Americas,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,5861,406,0,0,Field
FY24,2024-Q1,2024-W02,Server Line A,Server,Americas,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,1481015,1184812,296203,4595,3365,845,1216,2170,Tech
FY24,2024-Q1,2024-W02,Server Line A,Server,Americas,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,2244,564,0,0,Field
FY24,2024-Q1,2024-W03,Server Line A,Server,Americas,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,1483438,1186750,296688,2765,2518,595,939,2194,Tech
FY24,2024-Q1,2024-W03,Server Line A,Server,Americas,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,1679,396,0,0,Field
FY24,2024-Q1,2024-W04,Server Line A,Server,Americas,Unit A,Premium Plus,Upsell,Parts Only,Unknown,Part/s dispatch,Actual,1485861,1188689,297172,4728,3467,823,1189,2125,Tech
FY24,2024-Q1,2024-W04,Server Line A,Server,Americas,Unit A,Premium Plus,Upsell,Parts Only,Unknown,Part/s dispatch,Actual,0,0,0,0,2312,549,0,0,Field
FY24,2024-Q1,2024-W05,Server Line A,Server,Americas,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,1496667,1197334,299333,0,5877,607,1074,1884,Tech
FY24,2024-Q1,2024-W05,Server Line A,Server,Americas,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,3918,404,0,0,Field
FY24,2024-Q1,2024-W06,Server Line A,Server,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,1503281,1202625,300656,927,3480,1045,1075,2152,Tech
FY24,2024-Q1,2024-W06,Server Line A,Server,Americas,Unit A,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,2320,696,0,0,Field
FY24,2024-Q1,2024-W07,Server Line A,Server,Americas,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,1509896,1207917,301979,0,3007,962,1047,2190,Tech
FY24,2024-Q1,2024-W07,Server Line A,Server,Americas,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,2005,641,0,0,Field
FY24,2024-Q1,2024-W08,Server Line A,Server,Americas,Unit B,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,1516510,1213208,303302,938,3697,834,1046,2039,Tech
FY24,2024-Q1,2024-W08,Server Line A,Server,Americas,Unit B,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,2465,556,0,0,Field
FY24,2024-Q1,2024-W09,Server Line A,Server,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,1523124,1218499,304625,2352,4538,841,1056,1982,Tech
FY24,2024-Q1,2024-W09,Server Line A,Server,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,3026,561,0,0,Field
FY24,2024-Q1,2024-W10,Server Line A,Server,Americas,Unit A,Premium Flex,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,1538121,1230497,307624,0,8241,757,1035,2281,Tech
FY24,2024-Q1,2024-W10,Server Line A,Server,Americas,Unit A,Premium Flex,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,5494,505,0,0,Field
FY24,2024-Q1,2024-W11,Server Line A,Server,Americas,Unit B,Basic,Core,Labour Only,Unknown,Break fix,Actual,1548927,1239142,309785,0,5858,625,1245,2010,Tech
FY24,2024-Q1,2024-W11,Server Line A,Server,Americas,Unit B,Basic,Core,Labour Only,Unknown,Break fix,Actual,0,0,0,0,3906,417,0,0,Field
FY24,2024-Q1,2024-W12,Server Line A,Server,Americas,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,1559733,1247786,311947,0,5408,1076,1121,2076,Tech
FY24,2024-Q1,2024-W12,Server Line A,Server,Americas,Unit A,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,3605,717,0,0,Field
FY24,2024-Q1,2024-W13,Server Line A,Server,Americas,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,1589400,1271520,317880,0,17126,674,1084,1793,Tech
FY24,2024-Q1,2024-W13,Server Line A,Server,Americas,Unit B,Premium,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,11418,449,0,0,Field
FY24,2024-Q2,2024-W14,Server Line A,Server,Americas,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,1574465,1259572,314893,23101,4117,783,1046,1821,Tech
FY24,2024-Q2,2024-W14,Server Line A,Server,Americas,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,2744,522,0,0,Field
FY24,2024-Q2,2024-W15,Server Line A,Server,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,1577116,1261693,315423,5845,4427,670,1155,1750,Tech
FY24,2024-Q2,2024-W15,Server Line A,Server,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,2952,447,0,0,Field
FY24,2024-Q2,2024-W16,Server Line A,Server,Americas,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,1579767,1263814,315953,5269,3661,1091,1066,2277,Tech
FY24,2024-Q2,2024-W16,Server Line A,Server,Americas,Unit A,Basic,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,2441,727,0,0,Field
FY24,2024-Q2,2024-W17,Server Line A,Server,Americas,Unit B,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,1582418,1265934,316484,4359,3430,776,1245,1786,Tech
FY24,2024-Q2,2024-W17,Server Line A,Server,Americas,Unit B,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,2287,517,0,0,Field
FY24,2024-Q2,2024-W18,Server Line A,Server,Americas,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,1593816,1275053,318763,0,5974,865,1071,2136,Tech
FY24,2024-Q2,2024-W18,Server Line A,Server,Americas,Unit A,Premium Plus,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,3983,576,0,0,Field
FY24,2024-Q2,2024-W19,Server Line A,Server,Americas,Unit B,Premium Plus,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,1600840,1280672,320168,1294,4032,959,1120,2119,Tech
FY24,2024-Q2,2024-W19,Server Line A,Server,Americas,Unit B,Premium Plus,Upsell,Parts Only,GCFA,Part/s dispatch,Actual,0,0,0,0,2688,639,0,0,Field
FY24,2024-Q2,2024-W20,Server Line A,Server,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,1607865,1286292,321573,2381,4969,674,1272,2370,Tech
FY24,2024-Q2,2024-W20,Server Line A,Server,Americas,Unit A,Premium Plus,Upsell,Parts + Labour,GCFA,Part/s dispatch,Actual,0,0,0,0,3313,450,0,0,Field
FY24,2024-Q2,2024-W21,Server Line A,Server,Americas,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,1614889,1291911,322978,285,3332,1054,1106,2313,Tech
FY24,2024-Q2,2024-W21,Server Line A,Server,Americas,Unit A,Basic,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,2221,702,0,0,Field
FY24,2024-Q2,2024-W22,Server Line A,Server,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,1621913,1297530,324383,2603,4951,825,1035,2343,Tech
FY24,2024-Q2,2024-W22,Server Line A,Server,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,3301,550,0,0,Field
FY24,2024-Q2,2024-W23,Server Line A,Server,Americas,Unit A,Premium,Upsell,Labour Only,Unknown,Break fix,Actual,1637685,1310148,327537,0,8409,1054,1313,1997,Tech
FY24,2024-Q2,2024-W23,Server Line A,Server,Americas,Unit A,Premium,Upsell,Labour Only,Unknown,Break fix,Actual,0,0,0,0,5606,703,0,0,Field
FY24,2024-Q2,2024-W24,Server Line A,Server,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,1649083,1319266,329817,0,6091,748,1113,2015,Tech
FY24,2024-Q2,2024-W24,Server Line A,Server,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,4061,498,0,0,Field
FY24,2024-Q2,2024-W25,Server Line A,Server,Americas,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,1660481,1328385,332096,0,5878,961,1344,2171,Tech
FY24,2024-Q2,2024-W25,Server Line A,Server,Americas,Unit A,Premium,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,3919,640,0,0,Field
FY24,2024-Q2,2024-W26,Server Line A,Server,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,1691560,1353248,338312,0,17690,957,1384,2304,Tech
FY24,2024-Q2,2024-W26,Server Line A,Server,Americas,Unit A,Premium Plus,Core,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,11794,638,0,0,Field
FY24,2024-Q3,2024-W27,Server Line A,Server,Americas,Unit A,Premium Flex,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,1675623,1340498,335125,24853,4700,649,1051,1919,Tech
FY24,2024-Q3,2024-W27,Server Line A,Server,Americas,Unit A,Premium Flex,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,3134,433,0,0,Field
FY24,2024-Q3,2024-W28,Server Line A,Server,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,1678274,1342619,335655,3791,3222,643,1348,1966,Tech
FY24,2024-Q3,2024-W28,Server Line A,Server,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,2148,429,0,0,Field
FY24,2024-Q3,2024-W29,Server Line A,Server,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,1680925,1344740,336185,4080,3391,647,1057,2024,Tech
FY24,2024-Q3,2024-W29,Server Line A,Server,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,2261,432,0,0,Field
FY24,2024-Q3,2024-W30,Server Line A,Server,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,1683576,1346861,336715,7156,4723,1161,1299,2069,Tech
FY24,2024-Q3,2024-W30,Server Line A,Server,Americas,Unit A,Premium,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,3149,774,0,0,Field
FY24,2024-Q3,2024-W31,Server Line A,Server,Americas,Unit A,Premium Flex,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,1694974,1355979,338995,0,5740,1099,1398,1920,Tech
FY24,2024-Q3,2024-W31,Server Line A,Server,Americas,Unit A,Premium Flex,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,3826,733,0,0,Field
FY24,2024-Q3,2024-W32,Server Line A,Server,Americas,Unit A,Premium,Core,Labour Only,Unknown,Break fix,Actual,1701998,1361598,340400,349,3603,821,1332,2312,Tech
FY24,2024-Q3,2024-W32,Server Line A,Server,Americas,Unit A,Premium,Core,Labour Only,Unknown,Break fix,Actual,0,0,0,0,2402,547,0,0,Field
FY24,2024-Q3,2024-W33,Server Line A,Server,Americas,Unit B,Premium Plus,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,1709023,1367218,341805,968,3704,1092,1118,2199,Tech
FY24,2024-Q3,2024-W33,Server Line A,Server,Americas,Unit B,Premium Plus,Core,Parts + Labour,Unknown,Part/s dispatch,Actual,0,0,0,0,2469,728,0,0,Field
FY24,2024-Q3,2024-W34,Server Line A,Server,Americas,Unit B,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,1716047,1372838,343209,1164,3983,929,1194,2534,Tech
FY24,2024-Q3,2024-W34,Server Line A,Server,Americas,Unit B,Basic,Core,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,2656,620,0,0,Field
FY24,2024-Q3,2024-W35,Server Line A,Server,Americas,Unit A,Premium,Upsell,Parts Only,Unknown,Part/s dispatch,Actual,1723071,1378457,344614,221,3532,815,1167,2234,Tech
FY24,2024-Q3,2024-W35,Server Line A,Server,Americas,Unit A,Premium,Upsell,Parts Only,Unknown,Part/s dispatch,Actual,0,0,0,0,2355,543,0,0,Field
FY24,2024-Q3,2024-W36,Server Line A,Server,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,1738843,1391074,347769,0,8372,1091,1187,2578,Tech
FY24,2024-Q3,2024-W36,Server Line A,Server,Americas,Unit A,Premium,Upsell,Labour Only,non-GCFA,Break fix,Actual,0,0,0,0,5581,728,0,0,Field
FY24,2024-Q3,2024-W37,Server Line A,Server,Americas,Unit B,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,1750240,1400192,350048,0,5845,994,1443,1989,Tech
FY24,2024-Q3,2024-W37,Server Line A,Server,Americas,Unit B,Premium,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,3896,662,0,0,Field
FY24,2024-Q3,2024-W38,Server Line A,Server,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,1761639,1409311,352328,0,5775,1064,1267,2283,Tech
FY24,2024-Q3,2024-W38,Server Line A,Server,Americas,Unit A,Premium Plus,Core,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,3850,710,0,0,Field
FY24,2024-Q3,2024-W39,Server Line A,Server,Americas,Unit B,Basic,Core,Parts Only,GCFA,Part/s dispatch,Actual,1792718,1434174,358544,0,17763,884,1435,2051,Tech
FY24,2024-Q3,2024-W39,Server Line A,Server,Americas,Unit B,Basic,Core,Parts Only,GCFA,Part/s dispatch,Actual,0,0,0,0,11842,590,0,0,Field
FY24,2024-Q4,2024-W40,Server Line A,Server,Americas,Unit A,Premium Flex,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,1779059,1423247,355812,21217,3434,1100,1358,2164,Tech
FY24,2024-Q4,2024-W40,Server Line A,Server,Americas,Unit A,Premium Flex,Upsell,Parts + Labour,non-GCFA,Part/s dispatch,Actual,0,0,0,0,2290,734,0,0,Field
FY24,2024-Q4,2024-W41,Server Line A,Server,Americas,Unit B,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,1782849,1426279,356570,7131,5438,1114,1117,2063,Tech
FY24,2024-Q4,2024-W41,Server Line A,Server,Americas,Unit B,Premium,Upsell,Parts Only,non-GCFA,Part/s dispatch,Actual,0,0,0,0,3626,743,0,0,Field
